urlid,alchemy_category,alchemy_category_score,avglinksize,commonlinkratio_1,commonlinkratio_2,commonlinkratio_3,commonlinkratio_4,compression_ratio,embed_ratio,frameTagRatio,hasDomainLink,html_ratio,image_ratio,lengthyLinkDomain,linkwordscore,news_front_page,non_markup_alphanum_characters,numberOfLinks,numwords_in_url,parametrizedLinkRatio,spelling_errors_ratio,label,Type,subdomain,webname,domain,countPath,website_type,website_type2,wordInHLT,wordError,lld_nol_prob,linkscorepredprob
6187,0,0.6008133639871819,2.170886076,0.638554217,0.253012048,0.09638554199999999,0.012048193,0.471681799,0.0,0.11898017,0,0.263552984,0.057377049000000006,1,44,0.0,2304,166,4,0.024096386,0.06944444400000001,,testing,519,4078,12,2,426,769,1013.76,159.99999897600003,0.8558511469672594,0.16428750630761857
9931,4,0.934307,2.255319149,0.5727272729999999,0.4,0.23636363600000002,0.081818182,0.45797351799999997,0.0,0.018549747,0,0.24594634699999998,0.045150502,1,11,0.0,8387,110,3,0.081818182,0.090909091,,testing,519,2910,12,2,2109,0,922.57,762.454546217,0.8455347349164652,0.8387300892468948
4883,2,0.664733,0.924050633,0.317647059,0.15294117599999998,0.15294117599999998,0.129411765,0.5248554910000001,0.0,0.063380282,0,0.20764749999999998,0.22,0,16,0.0,1653,85,5,0.24705882399999998,0.127516779,,testing,519,3605,12,3,453,714,264.48,210.78523568699998,0.5106366928667768,0.834962228306857
2488,1,0.734851,2.1278195490000003,0.625748503,0.263473054,0.245508982,0.218562874,0.40057599200000005,-1.0,0.021796565,0,0.200882836,0.072874494,1,10,0.0,20539,334,2,0.320359281,0.09558291099999999,,testing,0,3642,12,5,453,714,2053.9,1963.1774090289998,0.8698915256370021,0.8402886524400436
156,8,0.6816989999999999,1.811594203,0.450704225,0.190140845,0.077464789,0.049295775,0.482432432,0.0,0.054773083,0,0.216421422,0.09039548,1,24,0.0,3927,142,17,0.24647887300000001,0.073724008,,testing,0,103,12,5,453,714,942.48,289.514179416,0.8497393419435024,0.5536389523657655
2820,0,0.6008133639871819,2.929824561,0.267605634,0.12676056300000002,0.056338028,0.014084507,21.0,-1.0,0.07232704400000001,0,0.25612487100000003,-1.0,1,13,0.0,4687,71,7,0.39436619700000003,0.0,,testing,0,1706,12,2,1215,693,609.31,0.0,0.5217254425298697,0.837479672924746
1311,10,0.6397,2.0,0.58,0.264,0.08800000000000001,0.012,21.0,-1.0,0.038560411,0,0.223423328,-1.0,0,47,0.0,2326,250,8,0.272,0.083333333,,testing,519,2550,42,5,617,2142,1093.22,193.833332558,0.8564010312515399,0.1671362652093413
1517,1,0.250098,1.5428571430000002,0.08510638300000001,0.0,0.0,0.0,0.399626517,0.0,0.037542662000000004,0,0.27744293800000003,0.081081081,0,24,0.0,845,47,4,0.25531914899999997,0.153061224,,testing,0,1454,12,1,1808,0,202.8,129.33673428,0.14185106490048777,0.5536389523657655
3640,10,0.501024,42.44615385,0.837362637,0.571428571,0.31868131899999996,0.153846154,0.353389831,0.0,0.029090908999999998,0,0.25355332399999997,0.09424083800000001,1,89,0.0,1893,455,7,0.006593407,0.088983051,,testing,519,3473,12,2,1999,1430,1684.77,168.44491554299998,0.8807970779778823,0.13503642292280238
5763,1,0.706986,2.8055555560000003,0.597402597,0.272727273,0.064935065,0.025974026,0.404249332,0.0,0.021212121,0,0.336374051,0.003947888,1,6,0.0,24621,154,4,0.064935065,0.135350988,,testing,519,1511,12,5,1948,0,1477.26,3332.476675548,0.8473913351573691,0.5485194052642788
6689,0,0.6008133639871819,2.333333333,0.12,0.0,0.0,0.0,0.639593909,0.0,0.023529412000000003,0,0.2779811,0.231884058,0,29,0.0,423,25,1,0.52,0.04,,testing,519,4135,12,1,2161,0,122.67,16.92,0.1297438121830482,0.5034964465021093
1193,0,0.6008133639871819,1.949152542,0.8,0.316666667,0.11666666699999999,0.016666667,21.0,-1.0,0.031413613,0,0.312591887,-1.0,0,7,0.0,15088,120,14,0.008333333,0.14285714300000002,,testing,519,1817,12,3,525,836,1056.16,2155.4285735840003,0.5687917143928852,0.8447334151903693
8217,2,0.793067,3.495495495,0.288288288,0.23423423399999999,0.18018018,0.15315315300000001,0.581983806,0.0,0.005263158,0,0.156392256,0.042682927,1,58,0.0,1558,111,1,0.036036036,0.095890411,,testing,367,2941,12,1,418,0,903.64,149.397260338,0.84224131298103,0.1544652650835347
10327,6,0.664718,2.1884057969999997,0.49704142,0.130177515,0.029585799,0.0,0.441689624,0.0,0.03442623,0,0.22784971899999998,0.036206897,1,30,0.0,3362,169,2,0.42011834299999995,0.10247349800000001,,testing,519,1595,12,5,506,1017,1008.6,344.515900276,0.8574313704904503,0.5130405202430282
5042,0,0.6008133639871819,2.689419795,0.6125,0.303125,0.11875,0.06875,0.532869296,0.004219409,0.041932542999999996,0,0.23310021,0.358649789,1,48,0.0,4342,320,11,0.48125,0.101123596,,testing,519,2704,12,3,525,268,2084.16,439.078653832,0.8581489350995123,0.15112476688944754
6903,1,0.798298,4.6363636360000005,0.681818182,0.522727273,0.409090909,0.363636364,0.508172902,0.0,0.030434782999999997,0,0.258908584,0.104125737,1,17,1.0,8906,88,0,0.397727273,0.102459016,,testing,519,3111,12,1,0,0,1514.02,912.499996496,0.5,0.5913539154499929
2068,0,0.6008133639871819,1.4774774769999999,0.406015038,0.22556391,0.007518797,0.0,0.454795778,0.0,0.010615711000000002,0,0.252079679,0.046511628,1,11,0.0,5323,133,0,0.060150376,0.050938338,,testing,519,3621,12,5,453,714,585.53,271.144773174,0.8432917027005509,0.8387300892468948
7614,0,0.6008133639871819,2.19,0.7246376809999999,0.289855072,0.140096618,0.057971014,0.943089431,0.0,0.061840121,0,0.212824299,0.739130435,1,76,0.0,628,207,8,0.12077294699999999,0.162790698,,testing,519,2916,12,2,1324,2313,477.28,102.23255834400001,0.854796506280329,0.16643440755425873
8842,0,0.6008133639871819,2.777777778,0.296296296,0.074074074,0.037037037,0.037037037,0.503393665,0.0,0.09493670900000001,0,0.264467082,0.008948546,1,22,0.0,2555,54,17,0.240740741,0.0625,,testing,0,3447,12,2,627,0,562.1,159.6875,0.5,0.5138853177460048
2445,0,0.6008133639871819,2.148514851,0.6237623760000001,0.33663366299999997,0.03960396,0.0,0.46071428600000003,0.0,0.034267913,0,0.208729109,0.032608696,1,61,0.0,704,101,9,0.0,0.132075472,,testing,519,707,12,3,1518,2232,429.44,92.981132288,0.8442867732915966,0.15796216737170152
10276,1,0.8308469999999999,3.0,0.0,0.0,0.0,0.0,0.718146718,0.0,0.083333333,0,0.492929293,0.0,0,20,0.0,64,1,0,0.0,0.166666667,,testing,519,2378,12,1,0,0,12.8,10.666666688,0.11920292202211755,0.8350835810624154
4931,0,0.6008133639871819,1.2272727270000001,0.113924051,0.0,0.0,0.0,1.070422535,0.1,0.015135135,0,0.169297212,13.0,0,12,0.0,2904,79,1,0.632911392,0.083333333,,testing,519,4135,12,1,2161,0,348.48,241.99999903199998,0.48718229610828767,0.5976012530999557
6842,8,0.182033,48.0,0.25,0.083333333,0.041666667000000004,0.0,0.526383526,0.0,0.088235294,0,0.36830933899999996,0.013793103000000001,0,13,0.0,1440,24,0,0.041666667000000004,0.10067114099999999,,testing,519,3229,12,1,0,0,187.2,144.96644304,0.12455335818741645,0.837479672924746
5927,9,0.18300999999999998,2.711111111,0.6521739129999999,0.260869565,0.076086957,0.043478261,0.7222222220000001,0.0,0.079207921,0,0.245406135,0.0625,1,73,1.0,426,92,0,0.913043478,0.058823529000000006,,testing,0,1612,12,1,0,0,310.98,25.058823354,0.8429045311145473,0.549833997312478
6207,0,0.6008133639871819,2.274193548,0.546875,0.28125,0.09375,0.046875,0.5717488789999999,0.0,0.074074074,0,0.23765628800000002,0.122807018,1,52,0.0,1445,128,5,0.0546875,0.226666667,,testing,475,3774,12,6,613,833,751.4,327.533333815,0.846980344916167,0.16745486492033174
4539,10,0.200317,2.4666666669999997,0.535714286,0.303571429,0.098214286,0.071428571,0.41312272200000005,0.0,0.097363083,0,0.231365443,0.366071429,1,70,0.0,584,112,4,0.125,0.095238095,,testing,519,3779,12,4,453,714,408.8,55.61904748,0.8438951025545426,0.5709465968834663
8721,1,0.743034,2.340425532,0.474137931,0.21551724100000003,0.120689655,0.051724137999999996,0.43130779399999997,0.0,0.039351852,0,0.23427799600000002,0.191637631,1,18,0.0,4817,116,6,0.00862069,0.095070423,,testing,0,429,12,4,528,511,867.06,457.954227591,0.8428045682813681,0.8331982473445818
3618,11,0.501204,2.4086021509999997,0.491525424,0.22033898300000002,0.127118644,0.059322034,0.46349466799999994,0.0,0.057416268,0,0.24534998,0.174887892,1,10,0.0,8929,118,7,0.033898305,0.101694915,,testing,0,429,12,2,528,60,892.9,908.033896035,0.8534480577106124,0.8402886524400436
2580,1,0.627685,2.9826086960000002,0.528985507,0.289855072,0.130434783,0.050724637999999996,0.455866127,0.054526749000000006,0.019753086,0,0.201969375,0.092592593,1,8,0.0,17777,138,4,0.02173913,0.095238095,,testing,0,429,12,2,528,388,1422.16,1693.0476148149999,0.8493778464594786,0.5815437653081025
5321,8,0.0784091,1.548571429,0.5074626870000001,0.417910448,0.059701493,0.009950249,0.449412827,0.0,0.022630835,0,0.218988995,0.054298643,0,15,0.0,6392,201,1,0.074626866,0.077102804,,testing,519,2541,12,2,926,0,958.8,492.84112316799997,0.5782977732960317,0.8413942872648525
3181,1,0.47174099999999997,1.4074074069999998,0.20689655199999998,0.0,0.0,0.0,0.614395887,0.0,0.019736842,0,0.324779082,0.049180327999999995,0,22,0.0,705,29,0,0.0,0.125,,testing,0,4112,12,2,316,0,155.1,88.125,0.14269265297281924,0.5138853177460048
4742,8,0.8668170000000001,2.5714285709999998,0.523809524,0.380952381,0.0,0.0,0.617866005,0.0,0.16161616199999998,0,0.24245592,0.025641026,0,31,0.0,496,21,6,0.047619048,0.130434783,,testing,0,3214,12,2,904,0,153.76,64.695652368,0.137307208411113,0.5782977732960317
3340,0,0.6008133639871819,2.448,0.779527559,0.401574803,0.102362205,0.041994751,0.49594813600000004,0.0,0.030559167999999998,0,0.185501652,0.146551724,1,71,0.0,1823,381,10,0.12335958,0.111111111,,testing,519,1870,12,2,388,2117,1294.33,202.555555353,0.8807970779778823,0.4174297935376854
8310,8,0.541629,2.537437604,0.766020864,0.46646795799999996,0.162444113,0.062593145,0.557303371,0.0,0.026338893999999998,0,0.201309353,0.27972028,1,68,0.0,3452,671,14,0.15052161,0.046511628,,testing,519,1283,12,4,1750,1815,2347.36,160.558139856,0.8807970779778823,0.15886910488091516
3948,0,0.6008133639871819,1.4421052630000002,0.22727272699999998,0.060606060999999996,0.045454545,0.037878788,21.0,-1.0,0.043668122000000004,0,0.211063675,-1.0,0,16,0.0,3606,132,2,0.204545455,0.333333333,,testing,519,1509,12,5,453,714,576.96,1201.999998798,0.8368009196091724,0.834962228306857
2126,0,0.6008133639871819,2.176470588,0.071428571,0.0,0.0,0.0,0.523158694,0.0,0.013392857,0,0.23765236,0.172972973,0,25,0.0,466,28,1,0.071428571,0.040201005,,testing,519,1138,12,2,801,0,116.5,18.73366833,0.14185106490048777,0.8322284513290674
10436,0,0.6008133639871819,1.533834586,0.880149813,0.303370787,0.056179775,0.029962547000000003,0.47645622600000004,0.0,0.031890661,0,0.172043175,0.022099447999999997,0,30,0.0,4127,267,3,0.0,0.121568627,,testing,322,2584,12,2,1991,1083,1238.1,501.713723629,0.8670357598021706,0.5130405202430282
9635,0,0.6008133639871819,1.69,0.692810458,0.40849673200000003,0.17320261399999998,0.130718954,0.44556145700000005,0.0,0.015490533999999999,0,0.19134132199999998,0.078431373,1,19,0.0,8947,306,3,0.166666667,0.054507337999999995,,testing,519,2656,12,3,453,714,1699.93,487.677153086,0.8554222495341228,0.8320183851339245
9022,9,0.146955,1.4,0.0,0.0,0.0,0.0,0.558906692,0.0,0.025974026,0,0.380405114,0.04494382,0,4,0.0,840,6,5,0.166666667,0.159090909,,testing,519,955,40,3,2237,1862,33.6,133.63636356,0.11920292202211755,0.8338562360433432
8576,0,0.6008133639871819,2.4955752209999997,0.5847457629999999,0.22033898300000002,0.059322034,0.016949153,0.46460229299999994,0.0,0.034858388,0,0.229120716,0.020775623,1,14,0.0,8718,118,4,0.033898305,0.098995696,,testing,519,3243,12,3,613,2167,1220.52,863.044477728,0.8534480577106124,0.5816791608108998
2522,1,0.665497,2.9,0.682080925,0.346820809,0.21387283199999998,0.150289017,0.43266055,0.002070393,0.08424337,0,0.23635920300000002,0.066252588,1,39,0.0,3264,173,9,0.21387283199999998,0.056133055999999994,,testing,519,1416,12,4,528,1374,1272.96,183.21829478399997,0.8561634580120598,0.4358395523837514
7341,2,0.49653800000000003,2.028037383,0.636363636,0.23636363600000002,0.127272727,0.063636364,0.46031746,0.0,0.068093385,0,0.201946563,0.103174603,1,26,0.0,2812,110,6,0.009090909,0.07421875,,testing,519,715,12,3,2016,928,731.12,208.703125,0.8455347349164652,0.5301646660981982
7377,0,0.6008133639871819,1.692307692,0.443037975,0.113924051,0.101265823,0.06329113900000001,0.521396396,0.0,0.062322946,0,0.277186488,0.016778523,1,22,0.0,2305,79,10,0.101265823,0.045751634000000006,,testing,0,431,12,3,612,1187,507.1,105.45751637000001,0.48718229610828767,0.5138853177460048
7636,8,0.8064279999999999,2.094202899,0.482954545,0.153409091,0.017045455,0.005681818000000001,0.494186047,0.0,0.034037559,0,0.196771348,0.16343490300000002,1,28,0.0,3515,176,7,0.0,0.13279132800000001,,testing,519,384,12,2,525,2151,984.2,466.7615179200001,0.8655379206100237,0.5348272321212596
2536,0,0.6008133639871819,1.5492227980000002,0.810880829,0.269430052,0.046632124000000004,0.015544041000000001,0.437383178,0.0,0.022277228,0,0.15485764300000002,0.049632353,1,51,1.0,2772,386,0,0.012953368,0.042226488,,testing,510,4038,12,1,0,0,1413.72,117.051824736,0.8807970779778823,0.15823380611778692
2706,1,0.8309770000000001,2.222222222,0.55799373,0.24451410699999998,0.119122257,0.037617555,0.47645687600000003,0.0,0.025786164,0,0.19875004699999999,0.105670103,1,38,0.0,6799,319,0,0.141065831,0.08808290199999999,,testing,262,2010,12,3,453,714,2583.62,598.875650698,0.8581489350995123,0.49253786752963924
4814,5,0.193873,2.432098765,0.469879518,0.27710843399999996,0.120481928,0.012048193,0.37320143899999997,0.0,0.11146496800000001,0,0.189261827,0.18579235,1,16,0.0,4980,83,6,0.084337349,0.114882507,,testing,0,2102,12,2,107,0,796.8,572.11488486,0.4058972149121999,0.834962228306857
6032,0,0.6008133639871819,2.305084746,0.387096774,0.129032258,0.08064516099999999,0.016129031999999998,0.537534754,0.0,0.104854369,0,0.237449451,0.064676617,1,14,0.0,3786,62,7,0.064516129,0.064039409,,testing,519,798,12,5,453,714,530.04,242.45320247400002,0.4174297935376854,0.5816791608108998
2630,2,0.449166,1.927350427,0.665384615,0.31923076899999997,0.05384615400000001,0.007692308,0.307342922,0.0,0.022864019,0,0.163345156,0.10810810800000001,1,69,0.0,1094,260,7,0.9807692309999999,0.045833333,,testing,519,1439,12,3,1827,1883,754.86,50.141666302,0.8709169817721657,0.5825702064623147
1857,0,0.6008133639871819,4.0,0.0,0.0,0.0,0.0,21.0,-1.0,0.125,0,0.678876679,-1.0,0,80,0.0,4,1,2,0.0,0.25,,testing,519,1751,12,1,1237,0,3.2,1.0,0.11920292202211755,0.15547259715631853
5412,2,0.764682,1.744680851,0.37272727299999997,0.1,0.045454545,0.009090909,0.472016895,0.0,0.043844857,0,0.238650645,0.10416666699999999,0,15,0.0,4442,110,10,0.063636364,0.052785924000000005,,testing,519,311,12,5,1750,1195,666.3,234.475074408,0.8455347349164652,0.8413942872648525
1957,2,0.713858,7.330275229,0.7345132740000001,0.486725664,0.442477876,0.36283185799999995,0.472918532,0.0,0.006808511,0,0.179303803,0.164483261,1,31,1.0,10060,113,0,0.07079646,0.080882353,,testing,519,2628,12,1,0,0,3118.6,813.67647118,0.8581489350995123,0.5782977732960317
9805,6,0.294732,0.0,0.0,0.0,0.0,0.0,21.0,-1.0,0.375,0,0.48137397200000004,-1.0,0,0,0.0,0,1,2,0.0,0.28571428600000004,,testing,417,3264,12,2,1980,0,0.0,0.0,0.11920292202211755,0.16451646289656316
9256,4,0.8499639999999999,1.20754717,0.25862069,0.08620689699999999,0.017241378999999998,0.0,0.38452381,0.0,0.074303406,1,0.244165916,0.149350649,0,22,0.0,1078,58,7,0.137931034,0.088757396,,testing,519,1047,12,1,1880,0,237.16,95.680472888,0.16798161486607552,0.5138853177460048
1055,0,0.6008133639871819,1.48,0.40952381,0.104761905,0.0,0.0,0.465034316,0.0,0.040185471,0,0.261811103,0.020524515,0,11,0.0,6010,105,3,0.028571429,0.129779838,,testing,0,1613,12,2,1307,0,661.1,779.97682638,0.8391846445676053,0.8387300892468948
8439,2,0.645784,1.689655172,0.21875,0.0,0.0,0.0,0.8863636359999999,0.0,0.226600985,0,0.641377536,0.434782609,0,78,0.0,67,32,5,0.78125,0.052631579000000005,,testing,0,140,12,3,1683,399,52.26,3.526315793,0.13333417748125978,0.44467194473763094
317,0,0.6008133639871819,2.27,0.423076923,0.18803418800000002,0.068376068,0.038461537999999997,0.45554550899999996,0.000807,0.018761726,0,0.17886384800000002,0.069410815,1,15,0.0,11905,234,8,0.239316239,0.126133553,,testing,519,770,12,1,525,0,1785.75,1501.619948465,0.8593043124913197,0.8413942872648525
6126,0,0.6008133639871819,3.357142857,0.375,0.1875,0.125,0.0625,0.525862069,0.0,0.08045977,0,0.273170948,0.38888888899999996,0,40,0.0,336,16,4,0.0,0.15555555599999998,,testing,519,2954,12,5,453,714,134.4,52.266666816,0.13137120953080678,0.44845958507095707
9970,10,0.252921,1.9090909090000001,0.34328358200000003,0.134328358,0.029850746,0.029850746,0.8164556959999999,0.0,0.032911392000000005,0,0.20738928899999998,1.8,1,50,0.0,737,67,3,0.044776119,0.074074074,,testing,519,4161,12,1,1210,0,368.5,54.592592538000005,0.552438044874211,0.1599199873438164
6008,8,0.615591,1.620437956,0.418918919,0.10810810800000001,0.054054054000000004,0.047297297,0.656346749,0.0,0.052173912999999995,0,0.219073385,0.109090909,1,64,0.0,578,148,3,0.081081081,0.046153846,,testing,0,3709,27,2,71,2188,369.92,26.676922987999998,0.8581489350995123,0.16207666550651398
2811,6,0.179532,2.363636364,0.49468085100000003,0.303191489,0.122340426,0.053191489,0.468053492,0.0,0.070116861,0,0.21305264399999999,0.178861789,1,66,0.0,1123,188,5,0.042553191,0.108208955,,testing,519,2959,12,1,1499,0,741.18,121.51865646499999,0.8554222495341228,0.152608664842631
10214,1,0.6172449999999999,1.5,0.28571428600000004,0.14285714300000002,0.107142857,0.071428571,0.786982249,0.076923077,0.130252101,0,0.2864363,0.7307692309999999,1,13,0.0,1492,28,3,0.14285714300000002,0.088235294,,testing,0,1184,12,2,1809,0,193.96,131.647058648,0.14185106490048777,0.837479672924746
10337,11,0.7202729999999999,2.586206897,0.47826087,0.23478260899999998,0.130434783,0.034782609,0.469465649,0.0,0.071566731,0,0.23682763,0.681818182,0,53,0.0,1051,115,5,0.365217391,0.029850746,,testing,519,1549,51,6,1921,1376,557.03,31.373134046,0.8366257604866205,0.16122753995947423
6563,8,0.0784091,2.3181818180000002,0.440860215,0.23655914,0.053763440999999995,0.043010753,1.009259259,0.0,0.099462366,0,0.23362143800000001,1.3529411759999999,1,76,0.0,381,93,3,0.043010753,0.16,,testing,519,3779,12,4,453,714,289.56,60.96,0.5941027850878001,0.16643440755425873
5611,8,0.616624,2.227272727,0.533333333,0.177777778,0.04444444400000001,0.04444444400000001,0.46614173200000003,0.004464286,0.110738255,0,0.284026145,0.040178571,0,22,0.0,1652,45,7,0.111111111,0.06614786,,testing,519,730,12,3,1866,1768,363.44,109.27626472,0.14383654198794024,0.5138853177460048
6358,10,0.464355,3.858974359,0.598130841,0.373831776,0.261682243,0.224299065,0.456629331,0.0,0.06701939999999999,0,0.271505187,0.049423394,1,19,0.0,6064,107,2,0.14953271,0.049319728,,testing,519,2280,12,3,617,888,1152.16,299.074830592,0.5098026653320405,0.8320183851339245
8446,1,0.6118100000000001,1.426934097,0.396126761,0.038732393999999996,0.007042254,0.0,0.49773755700000005,0.0,0.021335807000000002,0,0.17846536899999998,2.159090909,1,22,0.0,8776,568,6,0.23415493,0.120689655,,testing,519,529,12,2,2032,1411,1930.72,1059.1724122800001,0.8807970779778823,0.5138853177460048
974,0,0.6008133639871819,0.34375,0.28125,0.0,0.0,0.0,0.582459485,0.0,0.071895425,0,0.26721675699999997,0.065326633,0,6,1.0,798,32,0,0.0,0.08994709,,testing,401,3142,12,1,0,0,47.88,71.77777782,0.13333417748125978,0.5485194052642788
4839,11,0.151623,1.92,0.828947368,0.625,0.190789474,0.0,0.863095238,0.028571429,0.020964361,0,0.169917239,0.542857143,0,82,0.0,281,152,2,0.092105263,0.111111111,,testing,519,85,12,2,1882,0,230.42,31.222222191,0.8519528019683106,0.12751884214227766
4806,8,0.5681689999999999,3.081300813,0.48466257700000004,0.153374233,0.079754601,0.036809816,0.42034097600000003,0.0,0.10028248599999999,0,0.22888159800000002,0.10583941599999999,1,60,1.0,1335,163,6,0.656441718,0.12676056300000002,,testing,7,68,12,2,1301,2072,801.0,169.22535160500001,0.854796506280329,0.4126693756180091
4597,10,0.631232,1.913043478,0.060606060999999996,0.0,0.0,0.0,0.48488949,0.0,0.10344827599999999,0,0.37547818200000005,0.020512821,0,10,0.0,1960,33,7,0.212121212,0.07853403099999999,,testing,519,930,12,3,525,260,196.0,153.92670076,0.1463952767743269,0.8402886524400436
4649,2,0.30816,1.6,0.296296296,0.055555556,0.018518519,0.0,0.406422018,0.0,0.10810810800000001,0,0.213161082,0.10989011,1,49,0.0,408,54,5,0.018518519,0.094527363,,testing,519,4023,12,2,1347,0,199.92,38.567164104,0.5,0.15685486172036478
7744,8,0.6749,2.554347826,0.571428571,0.375,0.27678571399999996,0.214285714,0.434916718,0.0,0.011337868000000001,0,0.235225827,0.045238095,1,17,0.0,5162,112,7,0.214285714,0.08625,,testing,0,1508,12,4,453,714,877.54,445.22249999999997,0.8438951025545426,0.5913539154499929
5826,0,0.6008133639871819,3.46991404,0.602631579,0.36842105299999994,0.186842105,0.07631578900000001,0.561046512,0.0,0.046119235,0,0.19166361,2.54,1,65,1.0,3262,380,2,0.160526316,0.060606060999999996,,testing,519,2277,12,3,1914,2290,2120.3,197.69697098199998,0.8807970779778823,0.152608664842631
6118,1,0.897175,0.44,0.0,0.0,0.0,0.0,0.548328267,0.0,0.054054054000000004,0,0.263786366,0.165625,0,3,0.0,1443,33,2,0.454545455,0.076923077,,testing,519,2576,37,1,1237,0,43.29,111.000000111,0.1463952767743269,0.5943608058072882
6785,9,0.307193,5.333333333,0.444444444,0.222222222,0.0,0.0,0.6873156340000001,0.0,0.14285714300000002,0,0.474680757,0.0,0,18,0.0,356,9,2,0.444444444,0.073529412,,testing,175,1342,7,2,1521,0,64.08,26.176470672,0.12405856789479193,0.8331982473445818
301,0,0.6008133639871819,2.6864406780000003,0.588785047,0.404984424,0.336448598,0.31152648,0.42861158,0.0,0.024366472,0,0.242911288,0.043681747,1,13,0.0,17756,321,9,0.143302181,0.082390953,,testing,519,3620,12,3,2026,1192,2308.28,1462.933761468,0.8807970779778823,0.837479672924746
3192,1,0.8483069999999999,1.75877193,0.56640625,0.19140625,0.11328125,0.07421875,0.472087031,0.0,0.037330317,0,0.21464186600000001,0.08702531599999999,1,23,0.0,5806,256,3,0.109375,0.057471264,,testing,0,3044,12,3,453,714,1335.38,333.678158784,0.8564010312515399,0.5522560354634618
9854,0,0.6008133639871819,1.1102941179999999,0.125874126,0.048951049,0.027972028,0.006993007,0.495683453,0.0036764709999999997,0.063752277,0,0.187615922,0.047794118,0,31,0.0,1586,143,4,0.153846154,0.101818182,,testing,519,2277,12,3,2230,1393,491.66,161.483636652,0.8420378326282985,0.5782977732960317
9227,0,0.6008133639871819,2.047244094,0.5939849620000001,0.233082707,0.07518797,0.037593985,0.47853352600000004,0.0,0.069808028,0,0.230384919,0.151098901,1,30,0.0,2857,133,5,0.030075188,0.081005587,,testing,55,441,12,6,1009,1564,857.1,231.432962059,0.8432917027005509,0.5130405202430282
4768,5,0.541858,1.6604938269999998,0.38372093,0.174418605,0.040697673999999996,0.01744186,0.504933256,0.0,0.032171582000000004,0,0.174935475,0.10367893,1,32,0.0,2870,172,4,0.058139535,0.13592233,,testing,519,4041,12,1,968,0,918.4,390.0970871,0.8655379206100237,0.5195977978782956
2961,3,0.8260360000000001,2.947712418,0.728915663,0.409638554,0.204819277,0.120481928,0.472392638,0.0,0.09424920099999999,0,0.237840837,0.089385475,1,43,0.0,2613,166,9,0.180722892,0.082417582,,testing,519,1416,12,4,528,1374,1123.59,215.357141766,0.8558511469672594,0.5
4564,3,0.658032,2.274509804,0.716981132,0.452830189,0.11320754699999999,0.037735849,0.481565087,0.0,0.176470588,0,0.259908152,0.024229075,1,19,0.0,2400,53,3,0.0,0.122767857,,testing,519,289,12,2,2023,0,456.0,294.6428568,0.15634028507414274,0.8320183851339245
2484,1,0.89617,0.7142857140000001,0.0,0.0,0.0,0.0,0.505588674,0.0,0.008810573,0,0.257945647,0.042307692,0,1,0.0,2045,20,1,0.05,0.136268344,,testing,0,3367,37,1,427,0,20.45,278.66876348000005,0.1355279388922732,0.8411308951190849
1606,4,0.544615,13.0,0.5,0.0,0.0,0.0,0.428027957,0.0,0.013528749,0,0.277906787,0.008118295,0,0,0.0,18538,4,7,0.0,0.115129596,,testing,519,2105,12,1,2064,0,0.0,2134.272450648,0.11920292202211755,0.16451646289656316
2864,3,0.947775,2.025,0.640718563,0.19161676600000002,0.041916168,0.023952096000000003,0.46145301,0.0,0.09270516699999999,0,0.238805708,0.004026846,1,29,0.0,4097,167,10,0.16167664699999998,0.066757493,,testing,519,443,12,3,1518,833,1188.13,273.505448821,0.86034781658324,0.5034964465021093
2884,0,0.6008133639871819,1.266666667,0.297297297,0.081081081,0.027027027000000002,0.0,0.596938776,0.0,0.07232704400000001,0,0.25605881,0.375,0,16,0.0,1008,37,8,0.10810810800000001,0.169014085,,testing,417,3264,12,7,2133,2109,161.28,170.36619768,0.12319674481141461,0.834962228306857
2753,0,0.6008133639871819,2.16254417,0.66552901,0.273037543,0.07849829400000001,0.061433447,0.40581356799999996,0.0,0.06362545,0,0.26558645399999997,0.01171343,1,15,0.0,16148,293,2,0.098976109,0.08666100300000001,,testing,519,1416,12,1,1103,0,2422.2,1399.4018764440002,0.8807970779778823,0.8413942872648525
4366,6,0.567481,1.9272727269999999,0.456790123,0.111111111,0.0,0.0,0.6163021870000001,0.0,0.12672176300000002,0,0.241059135,0.12195122,0,55,0.0,462,81,4,0.160493827,0.086021505,,testing,519,2689,12,2,1689,1926,254.1,39.74193531,0.4393248812515704,0.16361417605920497
2470,1,0.21217399999999997,5.076923077,0.214285714,0.214285714,0.14285714300000002,0.14285714300000002,0.660714286,0.0,0.186440678,0,0.270842018,0.013513513999999999,1,76,0.0,108,14,7,0.0,0.14772727300000002,,testing,0,33,27,2,1210,0,82.08,15.954545484000002,0.13102890758838914,0.16643440755425873
6369,3,0.523252,3.5,0.0,0.0,0.0,0.0,0.51713198,0.0,0.038095238,0,0.40362173,0.03525641,0,4,0.0,1321,14,1,0.35714285700000004,0.139072848,,testing,519,657,12,1,1728,0,52.84,183.715232208,0.13102890758838914,0.8338562360433432
2754,11,0.5240100000000001,2.655172414,0.36241610700000004,0.067114094,0.006711409000000001,0.0,0.5304729779999999,0.0,0.013142856999999999,0,0.202017456,0.003027245,0,15,0.0,9217,149,3,0.080536913,0.158562368,,testing,0,1725,12,1,882,0,1382.55,1461.469345856,0.8411308951190849,0.8413942872648525
